data;mes;lancamento;categoria;tipo; valor ;fonte;conta_final; pilar_tribalance
2025-09-01;SETEMBRO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 977,90 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 455,33 ;Inter;Corrente;ESSENCIAIS
2025-10-07;NOVEMBRO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 421,38 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;ASSAI ATACADISTA LJ77  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 387,25 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 383,71 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 382,60 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 361,28 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 361,28 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 340,00 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 305,23 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 305,23 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 290,21 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;Nilvanmasciel          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 250,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 247,15 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 223,50 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;MENOR PRECO            JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 223,11 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;SUPERMERCADO BEM MAIS;ALIMENTAÇÃO;DESPESA;-R$ 213,99 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;SUPERMERCADO BEM MAIS;ALIMENTAÇÃO;DESPESA;-R$ 213,99 ;Santander;Corrente;ESSENCIAIS
2025-10-17;NOVEMBRO;NAVEGANTES BAR E PETI  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 185,24 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;RC COM DE ALIMENTOS    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 181,23 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;RC COM DE ALIMENTOS    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 181,23 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;SUPERMERCADO MANAIRA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 163,44 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;SUPERMERCADO MANAIRA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 163,44 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 160,97 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 158,04 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;FRANCISCODEAQUINO      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 150,00 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 147,79 ;Inter;Corrente;ESSENCIAIS
2025-10-10;NOVEMBRO;C  CARNES              JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 146,95 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 145,70 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;SUSHI JIRO             JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 143,56 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 140,14 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 140,14 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 139,29 ;Inter;Corrente;ESSENCIAIS
2025-10-05;NOVEMBRO;LH COMERCIO DE ALIMENT JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 136,00 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;AlexandreRamalho       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 135,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;AlexandreRamalho       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 135,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;EXTREMO ORIENTAL;ALIMENTAÇÃO;DESPESA;-R$ 133,48 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;ASSAI ATACADISTA LJ300 JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 127,56 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;UMI SUSHI BAR 2        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 125,95 ;Inter;Corrente;ESSENCIAIS
2025-10-25;NOVEMBRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 125,24 ;Inter;Corrente;ESSENCIAIS
2025-10-31;NOVEMBRO;CARNES*E*CORTES;ALIMENTAÇÃO;DESPESA;-R$ 125,21 ; Caixa ;Corrente;ESSENCIAIS
2025-04-01;ABRIL;LAGULLA RESTAURANTE;ALIMENTAÇÃO;DESPESA;-R$ 125,02 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 124,74 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;EXTREMO ORIENTAL DELIV;ALIMENTAÇÃO;DESPESA;-R$ 123,61 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 121,93 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;ESDRAS CONVENIENCIA    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 120,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;ALESSANDRA CALADO PINH JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 120,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;M1                     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 117,20 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;GRAO FORNERIA;ALIMENTAÇÃO;DESPESA;-R$ 117,15 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;LINS PRADO;ALIMENTAÇÃO;DESPESA;-R$ 114,50 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 114,30 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 110,60 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 110,60 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;MEDERI DISTRIBUICAO E  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 109,99 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;DelaineSemTrigo        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 108,10 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;DelaineSemTrigo        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 108,10 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 108,02 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 107,91 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 107,91 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;HAVAN JOAO PESSOA      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 107,47 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 104,28 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;RC COM DE ALIMENTOS    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 104,26 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PAGUE MENOS 1004       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 103,78 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;MP  ZIRIGUIS           RIO BRANCO    BRA;ALIMENTAÇÃO;DESPESA;-R$ 102,80 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 102,28 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PICANHADOBASTOS;ALIMENTAÇÃO;DESPESA;-R$ 101,33 ;Santander;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PICANHADOBASTOS;ALIMENTAÇÃO;DESPESA;-R$ 101,33 ;Santander;Corrente;ESSENCIAIS
2025-10-14;NOVEMBRO;CARREFOUR PST PJP 394  CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 100,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 99,36 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 99,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 98,66 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 98,30 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 98,19 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;54265669Nathalia       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 98,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 95,48 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;JANAINA JAPIASSU PEREI JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 95,40 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;JANAINA JAPIASSU PEREI JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 95,40 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;IFD LARISSA GOMES PINT JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 94,29 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PAO DE ACUCAR-1283;ALIMENTAÇÃO;DESPESA;-R$ 93,71 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;JoseAlanBezerraDe      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 93,28 ;Inter;Corrente;ESSENCIAIS
2025-10-10;NOVEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 92,82 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;M1                     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 92,80 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;SUPERMERCADO LIMPEZA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 92,22 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 92,09 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;VANDERLEI ARRUDA;ALIMENTAÇÃO;DESPESA;-R$ 90,00 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;BARBOSA COMERCIO E SER;ALIMENTAÇÃO;DESPESA;-R$ 88,17 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;BARBOSA COMERCIO E SER;ALIMENTAÇÃO;DESPESA;-R$ 88,17 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;BARBOSA COMERCIO E SER;ALIMENTAÇÃO;DESPESA;-R$ 88,17 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;BARBOSA COMERCIO E SER;ALIMENTAÇÃO;DESPESA;-R$ 88,17 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;BARBOSA COMERCIO E SERV;ALIMENTAÇÃO;DESPESA;-R$ 88,17 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;GRAO FORNERIA          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 87,23 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;MERCADOLIVRE MNLDISTR  OSASCO        BRA;ALIMENTAÇÃO;DESPESA;-R$ 85,94 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;ATACADAO IMPERIO DAS   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 85,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;ATACADAO IMPERIO DAS   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 85,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 84,33 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PAGUE MENOS 1004       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 83,97 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 83,91 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD H I M HAECKEL IMPE JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 82,89 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;NAVEGANTES BAR E PETI  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 82,38 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;MEDERI DISTRIBUICAO E  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 80,99 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;MEDERI DISTRIBUICAO E  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 80,99 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;MEDERI DISTRIBUICAO E  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 80,99 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MEDERI DISTRIBUICAO E  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 80,99 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;SEVERINA ANGELA CAETAN JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 80,18 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;TIO ARMENIO;ALIMENTAÇÃO;DESPESA;-R$ 80,00 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;IFD SAKE RESTAURANTE E JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 79,89 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;ESTALEIRO RESTAURANTE  Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 79,20 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 77,53 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;POLIANA FERNANDES MARQ;ALIMENTAÇÃO;DESPESA;-R$ 77,00 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;ATACADAO DOS PRESENTE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 76,90 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MP  R1BURGER           OSASCO        BRA;ALIMENTAÇÃO;DESPESA;-R$ 76,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;SACOLAO MIRAMAR        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 75,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;AlexsandroTomasDa      SANTA RITA    BRA;ALIMENTAÇÃO;DESPESA;-R$ 75,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;JANAINA JAPIASSU PERE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 74,80 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;SACOLAO MIRAMAR        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 73,56 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;SACOLAO MIRAMAR        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 73,56 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;C  CARNES              JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 72,85 ;Inter;Corrente;ESSENCIAIS
2025-10-27;NOVEMBRO;MINI MERCADO O BARTAO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 72,81 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;OLIMPIA DE LOURDES CO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 72,50 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;OLIMPIA DE LOURDES CO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 72,50 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;LOJAS AMERICANAS 198   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 71,83 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 71,79 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 70,78 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;MP  SOSALERGIANHA      CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 70,14 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;MP  SOSALERGIANHA      CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 70,14 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;JULIANA CARVALHO COIM;ALIMENTAÇÃO;DESPESA;-R$ 69,99 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;JULIANA CARVALHO COIM;ALIMENTAÇÃO;DESPESA;-R$ 69,99 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;QuincasGaleto          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 68,82 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;RC COM DE ALIMENTOS    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 68,65 ;Inter;Corrente;ESSENCIAIS
2025-11-01;NOVEMBRO;PAO DE ACUCAR-1283;ALIMENTAÇÃO;DESPESA;-R$ 66,30 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;SUSHI JIRO;ALIMENTAÇÃO;DESPESA;-R$ 66,03 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 66,00 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA SAO GONCA;ALIMENTAÇÃO;DESPESA;-R$ 66,00 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFOOD   IFD BONSAI SU  VILA YARA OSA BRA;ALIMENTAÇÃO;DESPESA;-R$ 65,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;SONHO DOCE             JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 65,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;MARIA CAROLINE BRANDAO JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 65,00 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;IFD IGOR PEDROSA CHANG JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 64,40 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;IFD IGOR PEDROSA CHANG JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 64,40 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PIZZACOMEDY            CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 63,70 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 63,03 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;EMPRESA SILVA          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 63,00 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;IFD SAKE RESTAURANTE E JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 62,54 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;IFD SAKE RESTAURANTE E JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 62,54 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 62,40 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 62,39 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;MENOR PRECO            JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 62,22 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,95 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,92 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;IFD BONSAI SUSHI LTDA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,49 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;IFD IGOR PEDROSA CHANG JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,39 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;IFD IGOR PEDROSA CHANG JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,39 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 61,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;IFD DANIEL PEDRO DA SI SOUSA         BRA;ALIMENTAÇÃO;DESPESA;-R$ 60,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 60,51 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;THIAGO CAVALCANTI DE;ALIMENTAÇÃO;DESPESA;-R$ 60,00 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;THIAGO CAVALCANTI DE;ALIMENTAÇÃO;DESPESA;-R$ 60,00 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;CIDA DAS VERDURAS      BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 60,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;JOAONETOFERREIRA;ALIMENTAÇÃO;DESPESA;-R$ 60,00 ;Santander;Corrente;ESSENCIAIS
