data;mes;lancamento;categoria;tipo; valor ;fonte;conta_final; pilar_tribalance
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 31,08 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;COMERCIAL DE BALAS AZE JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 31,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MP *PANIFICADORAE;ALIMENTAÇÃO;DESPESA;-R$ 30,95 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;THE HOUSE RESTAURANTE;ALIMENTAÇÃO;DESPESA;-R$ 30,78 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,74 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;MANGAI PB              JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,46 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;CAPPTA *PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 30,11 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;MANGAIO                JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;JUNIOROVOS             Osasco        BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;SAMIRIA MARIA OLIVEIRA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;RECANTO DO QUEJEIRO    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;SAMARA VERDES          BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;BOX PAI FILHO;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Santander;Corrente;ESSENCIAIS
2025-10-14;NOVEMBRO;ATACADAO IMPERIO DAS   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 30,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,99 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;EPITACIO PESSOA DRIVE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,90 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;LAPADA BURGER;ALIMENTAÇÃO;DESPESA;-R$ 29,90 ;Santander;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;EPITACIO PESSOA DRIVE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,90 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,88 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;CASA BAUDUCCO          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,80 ;Inter;Corrente;ESSENCIAIS
2025-10-31;NOVEMBRO;MP *PANIFICADORAE;ALIMENTAÇÃO;DESPESA;-R$ 29,56 ; Caixa ;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;IFD EDUARDO MARQUES DA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,48 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,18 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;CAPPTA PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 29,15 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;MP  FRUTASEMGERAL      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;SACOLAO MIRAMAR        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 29,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 28,90 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 28,90 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;FRUTASEMGERAL          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 28,50 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANDELLY;ALIMENTAÇÃO;DESPESA;-R$ 28,46 ;Santander;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANDELLY;ALIMENTAÇÃO;DESPESA;-R$ 28,46 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;JOSE EDNALDO DE ARAUJO Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 28,00 ;Inter;Corrente;ESSENCIAIS
2025-10-03;NOVEMBRO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 27,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CAPPTA *PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 27,72 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;MP  ESPETINHODOBE      OSASCO        BRA;ALIMENTAÇÃO;DESPESA;-R$ 27,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;ESPETINHODOBE          BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 27,00 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 26,63 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 26,59 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 26,50 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 26,19 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 26,01 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;FABRICIA JERONIMO DA S;ALIMENTAÇÃO;DESPESA;-R$ 26,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;FABRICIA JERONIMO DA S;ALIMENTAÇÃO;DESPESA;-R$ 26,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;JOSE EDNALDO DE ARAUJO Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 26,00 ;Inter;Corrente;ESSENCIAIS
2025-10-20;NOVEMBRO;CAPPTA  JOSE FIDELIS D BARUERI       BRA;ALIMENTAÇÃO;DESPESA;-R$ 25,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CAPPTA *PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 25,05 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;JoseRobertoMatias      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 25,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;CASA DO BOLO           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 25,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;JERONIMO DA MACAXEIRA;ALIMENTAÇÃO;DESPESA;-R$ 25,00 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,89 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,76 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,70 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,28 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;CAPPTA PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 24,25 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;DelaineSemTrigo        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;DelaineSemTrigo        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 24,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PAO DE ACUCAR 1283;ALIMENTAÇÃO;DESPESA;-R$ 23,99 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PAO DE ACUCAR 1283;ALIMENTAÇÃO;DESPESA;-R$ 23,99 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PAO DE ACUCAR-1283;ALIMENTAÇÃO;DESPESA;-R$ 23,99 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 23,98 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PAYGO CANTINHO ORIE;ALIMENTAÇÃO;DESPESA;-R$ 23,80 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 23,61 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;IFD LUCAS GIORDANIO MA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 23,08 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;IFD LUCAS GIORDANIO MA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 23,08 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 23,00 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;CAPPTA  PANIFICADORA E CORONEL JOAO  BRA;ALIMENTAÇÃO;DESPESA;-R$ 22,50 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA SAO GONCA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 22,47 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 22,45 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 22,44 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 22,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;SERGIO DAVID DE MEDEI  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 22,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;REST RAPATACHO;ALIMENTAÇÃO;DESPESA;-R$ 22,00 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;JULIANA CARVALHO COIM  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,99 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;AR3 COMERCIO DE PRODUT JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,99 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;AR3 COMERCIO DE PRODUT JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,99 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;JULIANA CARVALHO COIM  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,70 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;SUPERMERCADO O BARATA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,58 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,23 ;Inter;Corrente;ESSENCIAIS
2025-10-24;NOVEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 21,12 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 21,00 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 21,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;MP  SANDRAM            OSASCO        BRA;ALIMENTAÇÃO;DESPESA;-R$ 21,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 20,89 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 20,89 ;Santander;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 20,76 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;RESTAURANTE DO COSTIN;ALIMENTAÇÃO;DESPESA;-R$ 20,50 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,25 ;Inter;Corrente;ESSENCIAIS
2025-10-04;NOVEMBRO;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,25 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;SEVERINA ANGELA CAETAN JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,17 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;VIVENDA A GRANEL       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,11 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PAYGO CANTINHO ORIE;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;XICO NETO              Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;FRANCISCODEAQUINO;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;MANGAIO                JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;JG BOLOS E TORTAS CONF JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;VITORIAVERDUR          BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;VANDERLEI ARRUDA;ALIMENTAÇÃO;DESPESA;-R$ 20,00 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;HappyRestaurante       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,90 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,89 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,75 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,73 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 19,72 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,54 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 19,40 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,26 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,26 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 19,14 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 19,06 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 19,06 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;CLOVESDASILVA;ALIMENTAÇÃO;DESPESA;-R$ 19,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,99 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;IFD HBS DISTRIBUIDORA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,98 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 18,94 ;Santander;Corrente;ESSENCIAIS
2025-10-15;NOVEMBRO;CASA    DO BOLO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,78 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 18,69 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA MENDES    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,62 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;ATACADAO NIPON         JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,50 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;LUCAS DA SILVA DANTAS  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,40 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 18,18 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 18,18 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;VIVENDA A GRANEL       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,10 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;QUIOSQUE SILVIA LANCHE JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;JG BOLOS E TORTAS CONF JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;CONVENIENCIA 83        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;DayseDeKaciaRosas      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;JG BOLOS E TORTAS CONF JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Santander;Corrente;ESSENCIAIS
2025-10-07;NOVEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 18,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;JULIANA CARVALHO COIM  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,99 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,62 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,59 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,21 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,21 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;YuriAmaralCatao        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,20 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,13 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 17,07 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;DIMAINHA               Joo Pessoa    BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;JG BOLOS E TORTAS CONF JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;M1                     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 17,00 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,99 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IangChao               JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,81 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;IFD RAIMUNDO NONATO XA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,58 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,56 ;Inter;Corrente;ESSENCIAIS
2025-10-29;NOVEMBRO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,47 ; Caixa ;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,38 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,35 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 16,35 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD ELIZAMA DA SILVA L JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 15,98 ;Inter;Corrente;ESSENCIAIS
